title,link
"Students! Strive to acquire THIS degree | Sri Sathya Sai Speaks | Jan 14, 2003",https://www.youtube.com/shorts/AIoscQwBUjk
"Wearing saffron robes does not make a Sannyasin | Sri Sathya Sai Speaks | Oct 02, 1987",https://www.youtube.com/shorts/IKpEOOPtLMs
"What leads to difficulties and suffering? | Sri Sathya Sai Speaks | Mar 02, 2003",https://www.youtube.com/shorts/ee2kK-FL65E
"One who is full of ego does these 5 things | Sri Sathya Sai Speaks | Oct 02, 1987",https://www.youtube.com/shorts/v2Mb0YKPWyQ
"What to do when someone hates you? | Sri Sathya Sai Speaks | Mar 02, 2003",https://www.youtube.com/shorts/9YkyKpDLEyQ
"What happens when the mind is polluted with bad thoughts? | Sri Sathya Sai Speaks | Jan 14, 2003",https://www.youtube.com/shorts/dnzKvHfhCYQ
"What is the ONLY thing that exists without a Cause? | Sri Sathya Sai Speaks | Oct 02, 1987",https://www.youtube.com/shorts/XA2aLYJXuPg
"What to do with our bad qualities? | Sri Sathya Sai Speaks | Mar 02, 2003",https://www.youtube.com/shorts/LGPNqXt4Q7k
"Why are there wicked people in the world? | Sri Sathya Sai Speaks | Mar 02, 2003",https://www.youtube.com/shorts/8BDN82tgtQU
"Where do thoughts in the mind come from? | Sri Sathya Sai Speaks | Jan 14, 2002",https://www.youtube.com/shorts/4IlKBmyMJlM
"Why are we drowned in grief and sorrow? | Sri Sathya Sai Speaks | Mar 02, 2003",https://www.youtube.com/shorts/_kJ8vVgV2eA
"Young people find it difficult to practise these 3 things | Sri Sathya Sai Speaks | Mar 01, 2003",https://www.youtube.com/shorts/Bm6TvrKq5lk
"There is no human without God | Sri Sathya Sai Speaks | Dec 25, 2001",https://www.youtube.com/shorts/NYkLQvNHo5s
"People brand themselves as Sai students and.... | Sri Sathya Sai Speaks | Dec 25, 2001",https://www.youtube.com/shorts/H7Q6n-BqYM0
"Love cannot be acquired | Sri Sathya Sai Speaks | Jan 14, 2003",https://www.youtube.com/shorts/SSkcP4SUM50
"How does a cow utter the name of God? | Sri Sathya Sai Speaks | Dec 25, 2001",https://www.youtube.com/shorts/UDHct9gYhbU
"Here's why you are your own cosmic form | Sri Sathya Sai Speaks | Nov 23, 1999",https://www.youtube.com/shorts/PFmqqbeBUr0
"We repeat Eshwara's name but don't follow His ideals | Sri Sathya Sai Speaks | Mar 02, 2003",https://www.youtube.com/shorts/GfvdYYPN2Jw
